,id,name,slug,website,place,functioning,secure,country,mp3,place_name,place_geo,place_geo_x,place_geo_y,geometry,len_mp3,trail_mp3
12793,es19e3mO,WELS Radio - Contemporary,wels-radio-contemporary,http://wels.net/news-media/radio-2/contemporary/,"{'name': 'Waukesha WI', 'geo': [-88.2314813, 43.0116784]}",True,False,United States,http://69.175.94.98:8158/stream,Waukesha WI,"[-88.2314813, 43.0116784]",-88.2314813,43.0116784,POINT (-88.2314813 43.0116784),31,True
12794,NaOsQM5x,WELS Radio - Traditional and Instrumental,wels-radio-traditional-and-instrumental,http://wels.net/news-media/radio-2/traditional/,"{'name': 'Waukesha WI', 'geo': [-88.2314813, 43.0116784]}",True,False,United States,http://184.154.90.186:8257/stream,Waukesha WI,"[-88.2314813, 43.0116784]",-88.2314813,43.0116784,POINT (-88.2314813 43.0116784),33,True
12795,M0UefM7m,501 Nation,-501-nation,http://501nation.bz/,"{'name': 'Dangriga', 'geo': [-88.231513, 16.969561]}",True,False,Belize,http://159.65.32.199:8066/streambel,Dangriga,"[-88.231513, 16.969561]",-88.231513,16.969561,POINT (-88.23151300000001 16.969561),35,True
12798,Ki2-7EV9,103.5 WHBY FM,radio-103-5-whby-fm,http://www.whby.com,"{'name': 'Kimberly WI', 'geo': [-88.3389952, 44.2722093]}",True,False,United States,http://147.135.84.28/whby-am.mp3,Kimberly WI,"[-88.3389952, 44.2722093]",-88.3389952,44.2722093,POINT (-88.3389952 44.2722093),32,True
12800,cNCzhBIP,WRVM,wrvm,http://wrvm.org,"{'name': 'Suring WI', 'geo': [-88.3720464, 44.9991553]}",True,False,United States,http://147.135.84.28/wrvm-fm,Suring WI,"[-88.3720464, 44.9991553]",-88.3720464,44.9991553,POINT (-88.3720464 44.9991553),28,True
12801,22FwFYQc,Radio Turquesa Belize 91.5 FM,radio-turquesa-belize-91-5-fm,http://radioturquesa.fm/belize/,"{'name': 'Corozal', 'geo': [-88.3967536, 18.4030802]}",True,False,Belize,http://184.154.45.106:8464/stream,Corozal,"[-88.3967536, 18.4030802]",-88.3967536,18.4030802,POINT (-88.3967536 18.4030802),33,True
12805,xvtWbL86,Vibes Online,vibes-online,http://vibesonlinefm.com,"{'name': 'Appleton WI', 'geo': [-88.4153847, 44.2619309]}",True,False,United States,http://s2.radio.co/sef851496a/listen,Appleton WI,"[-88.4153847, 44.2619309]",-88.4153847,44.2619309,POINT (-88.4153847 44.2619309),36,True
12807,BHHZb2ew,Mix 106.1 - WMXU,mix-106-1-wmxu,http://www.mymix1061.com/,"{'name': 'Columbus MS', 'geo': [-88.4272627, 33.4956744]}",True,False,United States,http://16143.live.streamtheworld.com/WMXUFMAAC.aac,Columbus MS,"[-88.4272627, 33.4956744]",-88.4272627,33.4956744,POINT (-88.4272627 33.4956744),50,True
12808,vGwHD4sX,WMFH-LP 95.5,wmfh-lp-95-5,http://www.wmfhlp.org/,"{'name': 'Columbus MS', 'geo': [-88.4272627, 33.4956744]}",True,False,United States,http://chrishoward.gtrwireless.com:8000/WMFHLP,Columbus MS,"[-88.4272627, 33.4956744]",-88.4272627,33.4956744,POINT (-88.4272627 33.4956744),46,True
12810,1651VatN,WNOI FM 103.9,wnoi-fm-103-9,http://www.wnoi.com,"{'name': 'Flora IL', 'geo': [-88.4856042, 38.6689364]}",True,False,United States,http://ic2.sslstream.com/wnoi-fm?rnd=4370,Flora IL,"[-88.4856042, 38.6689364]",-88.4856042,38.6689364,POINT (-88.4856042 38.6689364),41,True
12812,3wQr1uCC,WRST-FM,wrst-fm,http://www.uwosh.edu/wrst/,"{'name': 'Oshkosh WI', 'geo': [-88.5426136, 44.0247062]}",True,False,United States,http://ais-sa1.streamon.fm/7223_32k.aac?starttime=1487413158,Oshkosh WI,"[-88.5426136, 44.0247062]",-88.5426136,44.0247062,POINT (-88.5426136 44.0247062),60,True
12813,iGg83xy5,The Mix 93 - WKMJ-FM,themix93,http://www.themix93.com/,"{'name': 'Hancock MI', 'geo': [-88.5809563, 47.1268714]}",True,False,United States,http://audio.pasty.net:8000/mix93,Hancock MI,"[-88.5809563, 47.1268714]",-88.5809563,47.1268714,POINT (-88.5809563 47.1268714),33,True
12814,cjryhc3f,WMPL AM 920,wmpl-am-920,http://wmpl920.com,"{'name': 'Hancock MI', 'geo': [-88.5809563, 47.1268714]}",True,False,United States,http://wmpl.pasty.net:8000/,Hancock MI,"[-88.5809563, 47.1268714]",-88.5809563,47.1268714,POINT (-88.5809563 47.1268714),27,True
12816,CvKA9pbr,WNIJ 89.5 News,northernpublicradio,http://www.northernpublicradio.org/,"{'name': 'DeKalb IL', 'geo': [-88.7503647, 41.9294736]}",True,False,United States,http://peace.str3am.com:6810/live-96k.mp3,DeKalb IL,"[-88.7503647, 41.9294736]",-88.7503647,41.9294736,POINT (-88.75036470000001 41.9294736),41,True
12817,L5YvHIbJ,WNIU 90.5 Classical,wniu-90-5-classical,http://northernpublicradio.org/,"{'name': 'DeKalb IL', 'geo': [-88.7503647, 41.9294736]}",True,False,United States,http://peace.str3am.com:6840/live-128k.mp3,DeKalb IL,"[-88.7503647, 41.9294736]",-88.7503647,41.9294736,POINT (-88.75036470000001 41.9294736),42,True
12818,Saa50kF1,Roka FM 95.5,roka-fm-95-5,http://rokafm.com,"{'name': 'Santa Rosa de Copan', 'geo': [-88.7782541, 14.783886]}",True,False,Honduras,http://stream.playerlive.info:8018/RokaFM.aac,Santa Rosa de Copan,"[-88.7782541, 14.783886]",-88.7782541,14.783886,POINT (-88.7782541 14.783886),45,True
12820,pVtxucxi,3ABN TV,3abn,http://www.3abn.org/,"{'name': 'West Frankfort IL', 'geo': [-88.9233622, 37.8985966]}",True,False,United States,http://war.str3am.com:7180/live,West Frankfort IL,"[-88.9233622, 37.8985966]",-88.9233622,37.8985966,POINT (-88.9233622 37.8985966),31,True
12821,406p5JxG,Static: Aggro,static-aggro,http://www.staticmultimedianetwork.com,"{'name': 'Decatur IL', 'geo': [-88.9548001, 39.8403147]}",True,False,United States,http://streamingv2.shoutcast.com/Static-Aggro,Decatur IL,"[-88.9548001, 39.8403147]",-88.9548001,39.8403147,POINT (-88.9548001 39.8403147),45,True
12822,MWYLHVeT,Static: Alt,static-alt,http://www.staticmultimedianetwork.com,"{'name': 'Decatur IL', 'geo': [-88.9548001, 39.8403147]}",True,False,United States,http://streamingv2.shoutcast.com/StaticAlt,Decatur IL,"[-88.9548001, 39.8403147]",-88.9548001,39.8403147,POINT (-88.9548001 39.8403147),42,True
12823,Y8EppUGl,Static: Big Hair,static-big-hair,http://www.staticmultimedianetwork.com,"{'name': 'Decatur IL', 'geo': [-88.9548001, 39.8403147]}",True,False,United States,http://streamingv2.shoutcast.com/BigHairOnStatic,Decatur IL,"[-88.9548001, 39.8403147]",-88.9548001,39.8403147,POINT (-88.9548001 39.8403147),48,True
12824,SCEr935s,Static: Blues,static-blues,http://www.staticmultimedianetwork.com,"{'name': 'Decatur IL', 'geo': [-88.9548001, 39.8403147]}",True,False,United States,http://streamingv2.shoutcast.com/Static-BluesExplosion,Decatur IL,"[-88.9548001, 39.8403147]",-88.9548001,39.8403147,POINT (-88.9548001 39.8403147),54,True
12825,OsaUS3e4,Static: Classic Alt,static-classic-alt,http://www.staticmultimedianetwork.com,"{'name': 'Decatur IL', 'geo': [-88.9548001, 39.8403147]}",True,False,United States,http://streamingv2.shoutcast.com/Static-ClassicAltRadio,Decatur IL,"[-88.9548001, 39.8403147]",-88.9548001,39.8403147,POINT (-88.9548001 39.8403147),55,True
12826,p-xYbL9i,Static: Crossroads Country,static-crossroads-country,http://www.staticmultimedianetwork.com,"{'name': 'Decatur IL', 'geo': [-88.9548001, 39.8403147]}",True,False,United States,http://streamingv2.shoutcast.com/Static-CrossroadsCountry,Decatur IL,"[-88.9548001, 39.8403147]",-88.9548001,39.8403147,POINT (-88.9548001 39.8403147),57,True
12827,RZvX10u2,Static: Funk,static-funk,http://www.staticmultimedianetwork.com,"{'name': 'Decatur IL', 'geo': [-88.9548001, 39.8403147]}",True,False,United States,http://streamingv2.shoutcast.com/Static-Funk,Decatur IL,"[-88.9548001, 39.8403147]",-88.9548001,39.8403147,POINT (-88.9548001 39.8403147),44,True
12828,FxYoWl6L,Static: Glam,static-glam,http://www.staticmultimedianetwork.com,"{'name': 'Decatur IL', 'geo': [-88.9548001, 39.8403147]}",True,False,United States,http://streamingv2.shoutcast.com/glamonstatic,Decatur IL,"[-88.9548001, 39.8403147]",-88.9548001,39.8403147,POINT (-88.9548001 39.8403147),45,True
12829,3AUaYkZp,Static: Goth,static-goth,http://www.staticmultimedianetwork.com,"{'name': 'Decatur IL', 'geo': [-88.9548001, 39.8403147]}",True,False,United States,http://streamingv2.shoutcast.com/static-goth,Decatur IL,"[-88.9548001, 39.8403147]",-88.9548001,39.8403147,POINT (-88.9548001 39.8403147),44,True
12830,Sp95EO7k,Static: Modern Soul,static-modern-soul,http://www.staticmultimedianetwork.com,"{'name': 'Decatur IL', 'geo': [-88.9548001, 39.8403147]}",True,False,United States,http://streamingv2.shoutcast.com/Static-ModernSoulKitchen,Decatur IL,"[-88.9548001, 39.8403147]",-88.9548001,39.8403147,POINT (-88.9548001 39.8403147),57,True
12831,yoQAGXJa,Static: Original Flavor,static-original-flavor,http://www.staticmultimedianetwork.com,"{'name': 'Decatur IL', 'geo': [-88.9548001, 39.8403147]}",True,False,United States,http://streamingv2.shoutcast.com/USAStatic,Decatur IL,"[-88.9548001, 39.8403147]",-88.9548001,39.8403147,POINT (-88.9548001 39.8403147),42,True
12832,iSltH2BR,Static: Post Rock,static-post-rock,http://www.staticmultimedianetwork.com,"{'name': 'Decatur IL', 'geo': [-88.9548001, 39.8403147]}",True,False,United States,http://streamingv2.shoutcast.com/Static-Post-Rock,Decatur IL,"[-88.9548001, 39.8403147]",-88.9548001,39.8403147,POINT (-88.9548001 39.8403147),49,True
12833,elpZcR8p,Static: Punk,static-punk,http://www.staticmultimedianetwork.com,"{'name': 'Decatur IL', 'geo': [-88.9548001, 39.8403147]}",True,False,United States,http://streamingv2.shoutcast.com/Static-Punk,Decatur IL,"[-88.9548001, 39.8403147]",-88.9548001,39.8403147,POINT (-88.9548001 39.8403147),44,True
12834,SOKX58IX,Static: Pure Rock,static-pure-rock,http://www.staticmultimedianetwork.com,"{'name': 'Decatur IL', 'geo': [-88.9548001, 39.8403147]}",True,False,United States,http://streamingv2.shoutcast.com/Static-PureRock,Decatur IL,"[-88.9548001, 39.8403147]",-88.9548001,39.8403147,POINT (-88.9548001 39.8403147),48,True
12842,hO28H9ed,WJVL 99.9 FM,wjvl-99-9-fm,https://tunein.com/radio/WJVL-999-s30018/,"{'name': 'Janesville WI', 'geo': [-89.0187222, 42.6827885]}",True,False,United States,http://crystalout.surfernetwork.com:8001/WJVL_MP3,Janesville WI,"[-89.0187222, 42.6827885]",-89.0187222,42.6827885,POINT (-89.0187222 42.6827885),49,True
12843,IzMg23B8,103.7 Da Beat,-103-7-da-beat,https://www.1037dabeat.com,"{'name': 'Rockford IL', 'geo': [-89.0939952, 42.2711311]}",True,False,United States,http://s18.myradiostream.com:8742/listen.mp3,Rockford IL,"[-89.0939952, 42.2711311]",-89.0939952,42.2711311,POINT (-89.09399519999999 42.2711311),44,True
12845,bshrCGT6,WDBX-FM,wdbx-fm,http://www.wdbx.org,"{'name': 'Carbondale IL', 'geo': [-89.2167501, 37.7272727]}",True,False,United States,http://stream.wdbx.org:8000/wdbx_64,Carbondale IL,"[-89.2167501, 37.7272727]",-89.2167501,37.7272727,POINT (-89.2167501 37.7272727),35,True
12846,UvyPnB8A,WSIU 1,wsiu,http://www.wsiu.org/,"{'name': 'Carbondale IL', 'geo': [-89.2167501, 37.7272727]}",True,False,United States,http://peridot.streamguys.com:5230/wsiu-hd1,Carbondale IL,"[-89.2167501, 37.7272727]",-89.2167501,37.7272727,POINT (-89.2167501 37.7272727),43,True
12850,xe8T6q1q,El Salón Radio,el-salon-radio,http://www.elsalonradio.com,"{'name': 'San Salvador', 'geo': [-89.2181911, 13.6929403]}",True,False,El Salvador,http://64.31.33.226:8101/live,San Salvador,"[-89.2181911, 13.6929403]",-89.2181911,13.6929403,POINT (-89.2181911 13.6929403),29,True
12852,4EDN4XGY,MI Radio - Club 92.5,miradio,http://www.miradio.com.sv/club/index.php,"{'name': 'San Salvador', 'geo': [-89.2181911, 13.6929403]}",True,False,El Salvador,http://158.69.200.1:8030/stream,San Salvador,"[-89.2181911, 13.6929403]",-89.2181911,13.6929403,POINT (-89.2181911 13.6929403),31,True
12853,Xd453bj0,Radio El Salvador Internacional,radio-el-salvador-internacional,http://radioelsalvadorinternacional.com,"{'name': 'San Salvador', 'geo': [-89.2181911, 13.6929403]}",True,False,El Salvador,http://162.213.254.22:8000/stream,San Salvador,"[-89.2181911, 13.6929403]",-89.2181911,13.6929403,POINT (-89.2181911 13.6929403),33,True
12854,L4PRHjwg,Radio Zona 503 El Salvador,radio-zona-503-el-salvador,http://503radiozone.com,"{'name': 'San Salvador', 'geo': [-89.2181911, 13.6929403]}",True,False,El Salvador,http://104.250.149.122:8334/stream,San Salvador,"[-89.2181911, 13.6929403]",-89.2181911,13.6929403,POINT (-89.2181911 13.6929403),34,True
12855,hh8BLBBh,Radio Cadena YSKL,radioyskl,http://www.radioyskl.com/,"{'name': 'San Salvador', 'geo': [-89.2181911, 13.6929403]}",True,False,El Salvador,http://media.dominiocreativo.com:8000/radioyskl,San Salvador,"[-89.2181911, 13.6929403]",-89.2181911,13.6929403,POINT (-89.2181911 13.6929403),47,True
12857,lbJe1cjz,CFQK - Energy FM,cfqk-energy-fm,http://www.energyfm.fm,"{'name': 'Thunder Bay', 'geo': [-89.2476823, 48.3808951]}",True,False,Canada,http://ais-sa1.streamon.fm/7098_32k.aac?starttime=1537904819,Thunder Bay,"[-89.2476823, 48.3808951]",-89.2476823,48.3808951,POINT (-89.24768229999999 48.3808951),60,True
12859,tfXskkjm,CJSD - Rock 94,cjsd-rock-94,http://rock94.com,"{'name': 'Thunder Bay', 'geo': [-89.2476823, 48.3808951]}",True,False,Canada,http://ais-sa1.streamon.fm/7097_32k.aac,Thunder Bay,"[-89.2476823, 48.3808951]",-89.2476823,48.3808951,POINT (-89.24768229999999 48.3808951),39,True
12860,r40LaKt1,CKPR 91.5 FM,ckpr-91-5-fm,http://ckpr.com,"{'name': 'Thunder Bay', 'geo': [-89.2476823, 48.3808951]}",True,False,Canada,http://ais-sa1.streamon.fm/7096_32k.aac,Thunder Bay,"[-89.2476823, 48.3808951]",-89.2476823,48.3808951,POINT (-89.24768229999999 48.3808951),39,True
12861,RIK2PZe3,Heartland Newsfeed Radio Network,heartland-newsfeed-radio-network,https://www.heartlandnewsfeed.com,"{'name': 'Nokomis IL', 'geo': [-89.285085, 39.3011566]}",True,False,United States,http://188.165.192.5:9267/stream,Nokomis IL,"[-89.285085, 39.3011566]",-89.285085,39.3011566,POINT (-89.285085 39.3011566),32,True
12863,ZugM3SMm,WUSM-FM 88.5,usm,http://www.usm.edu/wusm/,"{'name': 'Hattiesburg MS', 'geo': [-89.2903392, 31.3271189]}",True,False,United States,http://wusm-stream.usm.edu:8000/wusm,Hattiesburg MS,"[-89.2903392, 31.3271189]",-89.2903392,31.3271189,POINT (-89.29033920000001 31.3271189),36,True
12864,ma3jWtYc,WUPY 101.1,wupy-101-1,http://wupy101.com,"{'name': 'Ontonagon MI', 'geo': [-89.31403019999999, 46.8710525]}",True,False,United States,http://audio.pasty.net:8000/wupyfeed,Ontonagon MI,"[-89.31403019999999, 46.8710525]",-89.31403019999999,46.8710525,POINT (-89.31403019999999 46.8710525),36,True
12865,ZXn9kgjZ,"WQRZ-LP 103,5",wqrz-lp-103-5,http://www.katrinaradio.com/joomla/,"{'name': 'Bay Saint Louis MS', 'geo': [-89.3300461, 30.3088076]}",True,False,United States,http://72.156.172.76:8001/wqrz.mp3,Bay Saint Louis MS,"[-89.3300461, 30.3088076]",-89.3300461,30.3088076,POINT (-89.3300461 30.3088076),34,True
12868,8p9Q2sds,WMUU-LPFM,wmuu-lpfm,http://wmuuradio.org/,"{'name': 'Madison WI', 'geo': [-89.4012302, 43.0730517]}",True,False,United States,http://wmuu.out.airtime.pro:8000/wmuu_a?_ga=1.171808352.1750001111.1443537336,Madison WI,"[-89.4012302, 43.0730517]",-89.4012302,43.0730517,POINT (-89.4012302 43.0730517),77,True
12869,Td2Bw11o,WORT 89.9FM,wort-fm,http://www.wortfm.org/,"{'name': 'Madison WI', 'geo': [-89.4012302, 43.0730517]}",True,False,United States,http://stream.wort-fm.org:8000/high.mp3,Madison WI,"[-89.4012302, 43.0730517]",-89.4012302,43.0730517,POINT (-89.4012302 43.0730517),39,True
12870,xrCTnIqF,WPR All Classical Network,wpr-all-classical,http://www.wpr.org/,"{'name': 'Madison WI', 'geo': [-89.4012302, 43.0730517]}",True,False,United States,http://wpr-ice.streamguys.net/wpr-hd2-mp3-96,Madison WI,"[-89.4012302, 43.0730517]",-89.4012302,43.0730517,POINT (-89.4012302 43.0730517),44,True
12872,73u5oXQi,WSUM 91.7 FM,wsum-91-7-fm,http://www.wsum.org/,"{'name': 'Madison WI', 'geo': [-89.4012302, 43.0730517]}",True,False,United States,http://stream.studio.wsum.wisc.edu/wsum128,Madison WI,"[-89.4012302, 43.0730517]",-89.4012302,43.0730517,POINT (-89.4012302 43.0730517),42,True
12873,DEiT86g8,WXPR,wxpr,http://wxpr.org,"{'name': 'Rhinelander WI', 'geo': [-89.4120753, 45.6366228]}",True,False,United States,http://amber.streamguys.com:4370/wxpr2,Rhinelander WI,"[-89.4120753, 45.6366228]",-89.4120753,45.6366228,POINT (-89.4120753 45.6366228),38,True
12874,peBJkeIx,Guadalupe Radio - KQOA,grnonline,http://www.grnonline.com/,"{'name': 'Morton IL', 'geo': [-89.4592609, 40.6128161]}",True,False,United States,http://grn-stream-01.miriamtech.net:8000/grn47.mp3,Morton IL,"[-89.4592609, 40.6128161]",-89.4592609,40.6128161,POINT (-89.4592609 40.6128161),50,True
12875,VVAGFHZP,KRCU,krcu,http://krcu.org/,"{'name': 'Cape Girardeau MO', 'geo': [-89.5181476, 37.3058839]}",True,False,United States,http://krculive.semo.edu:8000/128k,Cape Girardeau MO,"[-89.5181476, 37.3058839]",-89.5181476,37.3058839,POINT (-89.51814760000001 37.3058839),34,True
12877,9fb3ZcWH,98.7 WNNS - WNNS,-98-7-wnns-wnns,http://www.wnns.com/,"{'name': 'Riverton IL', 'geo': [-89.5395417, 39.8442164]}",True,False,United States,http://crystalout.surfernetwork.com:8001/WNNS-FM_MP3,Riverton IL,"[-89.5395417, 39.8442164]",-89.5395417,39.8442164,POINT (-89.5395417 39.8442164),52,True
12881,MEwRuPAE,90FM WWSP,90fm-wwsp,http://90fm.org/,"{'name': 'Stevens Point WI', 'geo': [-89.574563, 44.5235792]}",True,False,United States,http://143.236.72.157:8080/broadwave.mp3,Stevens Point WI,"[-89.574563, 44.5235792]",-89.574563,44.5235792,POINT (-89.574563 44.5235792),40,True
12882,Ffjmgzu1,HotWaxRadio.com,hotwaxradio-com,http://hotwaxradio.com/,"{'name': 'Peoria IL', 'geo': [-89.5889864, 40.6936488]}",True,False,United States,http://162.248.92.167:5950/stream,Peoria IL,"[-89.5889864, 40.6936488]",-89.5889864,40.6936488,POINT (-89.5889864 40.6936488),33,True
12885,hzbkMsoq,WCIC-FM,wcic-fm,https://www.wcicfm.org/,"{'name': 'Peoria IL', 'geo': [-89.5889864, 40.6936488]}",True,False,United States,http://wcic-sc.streamguys.us/,Peoria IL,"[-89.5889864, 40.6936488]",-89.5889864,40.6936488,POINT (-89.5889864 40.6936488),29,True
12887,L9Djmyxx,40 Principales 96.9 FM XHUL,-1-principales-96-9-fm-xhul,http://cadenarasa.com/los40principales/,"{'name': 'Merida', 'geo': [-89.5925857, 20.9673702]}",True,False,Mexico,http://5.79.86.158:8179/stream,Merida,"[-89.5925857, 20.9673702]",-89.5925857,20.9673702,POINT (-89.5925857 20.9673702),30,True
12889,yVaQumYX,Candela Mérida 95.3 FM XHMH,cadenarasa,http://www.cadenarasa.com/candela/,"{'name': 'Merida', 'geo': [-89.5925857, 20.9673702]}",True,False,Mexico,http://5.79.86.158:8197/stream,Merida,"[-89.5925857, 20.9673702]",-89.5925857,20.9673702,POINT (-89.5925857 20.9673702),30,True
12890,JX65NBY8,EXA FM 99.3 Mérida,exa-merida,http://www.exafm.com/#!/merida/home,"{'name': 'Merida', 'geo': [-89.5925857, 20.9673702]}",True,False,Mexico,http://17963.live.streamtheworld.com:3690/XHMRA_SC,Merida,"[-89.5925857, 20.9673702]",-89.5925857,20.9673702,POINT (-89.5925857 20.9673702),50,True
12891,jPslIwbs,Ke Buena 90.9 FM XHMQM,ke-buena-90-9-fm-xhmqm,http://cadenarasa.com/kebuena/,"{'name': 'Merida', 'geo': [-89.5925857, 20.9673702]}",True,False,Mexico,http://5.79.86.158:8185/stream,Merida,"[-89.5925857, 20.9673702]",-89.5925857,20.9673702,POINT (-89.5925857 20.9673702),30,True
12896,xorLnex8,Sports Radio 1450 - WFMB,sportsradio1450,http://www.sportsradio1450.com/,"{'name': 'Springfield IL', 'geo': [-89.6501481, 39.7817213]}",True,False,United States,http://17473.live.streamtheworld.com/WFMBAMAAC.aac,Springfield IL,"[-89.6501481, 39.7817213]",-89.6501481,39.7817213,POINT (-89.6501481 39.7817213),50,True
12897,uTnqzwQf,WLUJ - WLUJ,wluj,http://www.wluj.org/,"{'name': 'Springfield IL', 'geo': [-89.6501481, 39.7817213]}",True,False,United States,http://ais-sa1.streamon.fm/7086_24k.aac?starttime=1460712275,Springfield IL,"[-89.6501481, 39.7817213]",-89.6501481,39.7817213,POINT (-89.6501481 39.7817213),60,True
12898,0Nz72FpM,Boss 96.7 - WCVS-FM,boss-96-7-wcvs-fm,http://www.wcvs.com/,"{'name': 'Southern View IL', 'geo': [-89.65371, 39.757273]}",True,False,United States,http://18073.live.streamtheworld.com/WCVSFMAAC.aac,Southern View IL,"[-89.65371, 39.757273]",-89.65371,39.757273,POINT (-89.65371 39.757273),50,True
12899,63Bu0xY0,Old School 106.7 - KMEZ,oldschool1067,http://www.oldschool1067.com/,"{'name': 'Port Sulphur LA', 'geo': [-89.6939531, 29.4804947]}",True,False,United States,http://15383.live.streamtheworld.com/KMEZFM_SC,Port Sulphur LA,"[-89.6939531, 29.4804947]",-89.6939531,29.4804947,POINT (-89.6939531 29.4804947),46,True
12901,BZlAhzUk,WSLA 1560 AM,wsla-1560-am,http://wslaradio.com/,"{'name': 'Slidell LA', 'geo': [-89.7811745, 30.2751945]}",True,False,United States,http://edge.mixlr.com/channel/aphvw,Slidell LA,"[-89.7811745, 30.2751945]",-89.7811745,30.2751945,POINT (-89.78117450000001 30.2751945),35,True
12902,dhgphOqK,WBGL,wbgl,http://www.wbgl.org/,"{'name': 'Carlinville IL', 'geo': [-89.8817662, 39.2797699]}",True,False,United States,http://wbgl-sc.streamguys.us/,Carlinville IL,"[-89.8817662, 39.2797699]",-89.8817662,39.2797699,POINT (-89.8817662 39.2797699),29,True
12903,FKnLfcln,SIUE,siue,http://www.siue.edu/,"{'name': 'Edwardsville IL', 'geo': [-89.953157, 38.8114364]}",True,False,United States,http://streaming.siue.edu:8000/webradio,Edwardsville IL,"[-89.953157, 38.8114364]",-89.953157,38.8114364,POINT (-89.953157 38.8114364),39,True
12904,Z3gx18lW,WSIE,wsieradio,http://www.wsieradio.com/,"{'name': 'Edwardsville IL', 'geo': [-89.953157, 38.8114364]}",True,False,United States,http://streaming.siue.edu:8000/wsie.mp3,Edwardsville IL,"[-89.953157, 38.8114364]",-89.953157,38.8114364,POINT (-89.953157 38.8114364),39,True
12911,ELqukHLM,Wrap98,wrap98,http://www.wrap98.com,"{'name': 'Memphis TN', 'geo': [-90.0489801, 35.1495343]}",True,False,United States,http://192.99.35.215:5478/;?1566461932880=,Memphis TN,"[-90.0489801, 35.1495343]",-90.0489801,35.1495343,POINT (-90.04898009999999 35.1495343),42,True
12913,4Vqf8qX2,WTUL FM 91.5,-91-5-wtul,http://www.wtulneworleans.org/,"{'name': 'New Orleans LA', 'geo': [-90.05367951679688, 29.95879979011042]}",True,False,United States,http://129.81.156.83:8000/listen,New Orleans LA,"[-90.05367951679688, 29.95879979011042]",-90.05367951679688,29.95879979011042,POINT (-90.05367951679688 29.95879979011042),32,True
12914,Yv_kpcrd,ALT FM 92.3,alt-fm-92-3,http://www.alt923.com/,"{'name': 'New Orleans LA', 'geo': [-90.05367951679688, 29.95879979011042]}",True,False,United States,http://15903.live.streamtheworld.com/WZRHFMAAC.aac,New Orleans LA,"[-90.05367951679688, 29.95879979011042]",-90.05367951679688,29.95879979011042,POINT (-90.05367951679688 29.95879979011042),50,True
12915,67s1Wags,KKND Power FM 102.9,kknd-power-102-9,http://www.power1029.com/,"{'name': 'New Orleans LA', 'geo': [-90.05367951679688, 29.95879979011042]}",True,False,United States,http://18443.live.streamtheworld.com/KKNDFMAAC.aac,New Orleans LA,"[-90.05367951679688, 29.95879979011042]",-90.05367951679688,29.95879979011042,POINT (-90.05367951679688 29.95879979011042),50,True
12917,q5BDqYqP,WHIV-LP FM 102.3,whiv-lp-102-3,https://www.whivfm.org/,"{'name': 'New Orleans LA', 'geo': [-90.05367951679688, 29.95879979011042]}",True,False,United States,http://peridot.streamguys.com:5080/live-mp3,New Orleans LA,"[-90.05367951679688, 29.95879979011042]",-90.05367951679688,29.95879979011042,POINT (-90.05367951679688 29.95879979011042),43,True
12918,D0oniBjA,WWNO FM 89.9,wwno,http://www.wwno.org/,"{'name': 'New Orleans LA', 'geo': [-90.05367951679688, 29.95879979011042]}",True,False,United States,http://tektite.streamguys1.com:5140/wwnolive-mp3,New Orleans LA,"[-90.05367951679688, 29.95879979011042]",-90.05367951679688,29.95879979011042,POINT (-90.05367951679688 29.95879979011042),48,True
12919,syiust18,WXDR FM 98.9 Dolphin Radio,wxdr-lp,http://www.dolphinradio.org,"{'name': 'New Orleans LA', 'geo': [-90.05367951679688, 29.95879979011042]}",True,False,United States,http://listen.djcmedia.com/dolphinradiohigh,New Orleans LA,"[-90.05367951679688, 29.95879979011042]",-90.05367951679688,29.95879979011042,POINT (-90.05367951679688 29.95879979011042),43,True
12920,YdDYYaSO,WCVG,gospel1320,http://www.gospel1320.com/,"{'name': 'Covington LA', 'geo': [-90.1009108, 30.4754702]}",True,False,United States,http://ic2.nwrnetwork.com/wcvg-am,Covington LA,"[-90.1009108, 30.4754702]",-90.1009108,30.4754702,POINT (-90.10091079999999 30.4754702),33,True
12922,gDC0eMi7,The Storm - WIMI,wimifm,http://www.wimifm.com/,"{'name': 'Ironwood MI', 'geo': [-90.1710081, 46.4546698]}",True,False,United States,http://stream.pasty.net:8000/wimi,Ironwood MI,"[-90.1710081, 46.4546698]",-90.1710081,46.4546698,POINT (-90.17100809999999 46.4546698),33,True
12924,iLJASS8C,WDLB,wdlbwosq,http://www.wdlbwosq.com/,"{'name': 'Marshfield WI', 'geo': [-90.1717987, 44.6688524]}",True,False,United States,http://209.94.170.250:8000/amstream.mp3,Marshfield WI,"[-90.1717987, 44.6688524]",-90.1717987,44.6688524,POINT (-90.1717987 44.6688524),39,True
12926,lPAfV1Du,WTWZ-AM 1120,wtwz-am-1120,https://www.wtwzradio.com/,"{'name': 'Jackson MS', 'geo': [-90.1848103, 32.2987573]}",True,False,United States,http://173.193.205.96:7012/stream,Jackson MS,"[-90.1848103, 32.2987573]",-90.1848103,32.2987573,POINT (-90.1848103 32.2987573),33,True
